Hour/year,Month,Hour/day,Day/month,Day/week,Air temp.,Wind speed,Solar alt,Solar azim,I_GvT_N,I_Gvd_N,I_Gvdif_N,I_GvT_E,I_Gvd_E,I_Gvdif_E,I_GvT_S,I_Gvd_S,I_Gvdif_S,I_GvT_W,I_Gvd_W,I_Gvdif_W,I_GhT,I_GhD,I_GhDif,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
8017,12,1,1,6,2.35,2.7,0.0,336.6461875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8018,12,2,1,6,2.1,2.75,0.0,18.805487999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8019,12,3,1,6,1.84,2.81,0.0,51.04934549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8020,12,4,1,6,1.59,2.87,0.0,70.1310083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8021,12,5,1,6,1.33,2.93,0.0,82.89098366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8022,12,6,1,6,1.07,2.98,0.0,92.9617303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8023,12,7,1,6,0.82,3.04,0.0,102.00035792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8024,12,8,1,6,0.56,3.1,0.0,110.91167605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8025,12,9,1,6,0.66,2.76,1.134956079,120.32220516000001,10.47879583,0.0,10.47879583,525.1505805,514.6717846,10.47879583,311.4963374,301.0175416,10.47879583,10.47879583,0.0,10.47879583,41.60281171,11.81223784,29.79057387,,,,,,,,,,,,,,,,,,,,,,
8026,12,10,1,6,2.63,2.34,10.42726834,130.75312854,52.59179583,0.0,52.59179583,665.559456,612.9676601,52.59179583,580.8168453,528.2250495,52.59179583,52.59179583,0.0,52.59179583,193.675357,148.9080222,44.76733483,,,,,,,,,,,,,,,,,,,,,,
8027,12,11,1,6,4.97,3.38,18.26549879,142.64078122,75.7770218,0.0,75.7770218,596.909661,521.1326392,75.7770218,758.3966297,682.6196079,75.7770218,75.7770218,0.0,75.7770218,333.0073507,283.4495373,49.55781342,,,,,,,,,,,,,,,,,,,,,,
8028,12,12,1,6,6.78,3.52,24.08444965,156.21589652,90.86478411,0.0,90.86478411,431.3208741,340.45609,90.86478411,863.3624751,772.4976909,90.86478411,90.86478411,0.0,90.86478411,431.8658175,377.3511681,54.51464945,,,,,,,,,,,,,,,,,,,,,,
8029,12,13,1,6,8.34,3.59,27.29178771,171.259816893,93.234546,0.0,93.234546,222.5089787,129.2744327,93.234546,934.1022214,840.8676754,93.234546,93.234546,0.0,93.234546,487.1385006,438.9488182,48.18968236,,,,,,,,,,,,,,,,,,,,,,
8030,12,14,1,6,9.47,3.66,27.471141,186.946643495,90.46795513,0.0,90.46795513,90.46795513,0.0,90.46795513,925.9317984,835.4638433,90.46795513,192.2603539,101.7923988,90.46795513,482.3612503,437.5925174,44.76873289,,,,,,,,,,,,,,,,,,,,,,
8031,12,15,1,6,10.0,3.79,24.59692961,202.11743269,81.53197761,0.0,81.53197761,81.53197761,0.0,81.53197761,831.1752392,749.6432616,81.53197761,386.1962655,304.6642879,81.53197761,412.9377526,370.4227767,42.51497592,,,,,,,,,,,,,,,,,,,,,,
8032,12,16,1,6,9.97,3.66,19.04947366,215.88385601,61.20925653,0.0,61.20925653,61.20925653,0.0,61.20925653,683.646486,622.4372295,61.20925653,511.5114409,450.3021843,61.20925653,297.2239157,265.2701513,31.95376443,,,,,,,,,,,,,,,,,,,,,,
8033,12,17,1,6,9.1,2.76,11.41312839,227.95999527,11.86254651,0.0,11.86254651,11.86254651,0.0,11.86254651,11.86254651,0.0,11.86254651,11.86254651,0.0,11.86254651,23.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,
8034,12,18,1,6,7.19,2.41,2.262725362,238.53857989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8035,12,19,1,6,5.55,2.41,0.0,248.04128736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8036,12,20,1,6,4.95,2.69,0.0,256.98101016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8037,12,21,1,6,4.03,2.55,0.0,265.96677305000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8038,12,22,1,6,2.87,2.28,0.0,275.85548838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8039,12,23,1,6,1.97,2.07,0.0,288.17542149999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8040,12,24,1,6,1.15,1.93,0.0,306.2330001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8041,12,1,2,7,0.52,1.86,0.0,335.8689685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8042,12,2,2,7,-0.04,1.72,0.0,18.264146899999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8043,12,3,2,7,-0.81,1.52,0.0,50.8716613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8044,12,4,2,7,-1.41,1.38,0.0,70.0851252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8045,12,5,2,7,-1.63,1.31,0.0,82.88025063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8046,12,6,2,7,-1.88,1.31,0.0,92.95541134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8047,12,7,2,7,-1.86,1.17,0.0,101.98625696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8048,12,8,2,7,-2.33,1.45,0.0,110.88221596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8049,12,9,2,7,-2.2,1.24,0.866919562,120.26987538,9.206164614,0.0,9.206164614,532.0372916,522.8311269,9.206164614,314.3553633,305.1491987,9.206164614,9.206164614,0.0,9.206164614,37.32110029,9.160255602,28.16084469,,,,,,,,,,,,,,,,,,,,,,
8050,12,10,2,7,0.44,0.76,10.16709333,130.668763,51.52158791,0.0,51.52158791,663.5989682,612.0773803,51.52158791,577.4108844,525.8892965,51.52158791,51.52158791,0.0,51.52158791,188.842418,144.718142,44.12427606,,,,,,,,,,,,,,,,,,,,,,
8051,12,11,2,7,3.12,0.76,18.02055525,142.51369945,76.26838414,0.0,76.26838414,591.2043058,514.9359217,76.26838414,747.6782766,671.4098925,76.26838414,76.26838414,0.0,76.26838414,327.1856886,275.2626869,51.92300162,,,,,,,,,,,,,,,,,,,,,,
8052,12,12,2,7,5.02,0.69,23.86565167,156.03703721,90.99074448,0.0,90.99074448,434.1947163,343.2039718,90.99074448,863.1824748,772.1917303,90.99074448,90.99074448,0.0,90.99074448,429.1910197,373.8580999,55.33291976,,,,,,,,,,,,,,,,,,,,,,
8053,12,13,2,7,6.44,0.69,27.11224156,171.028450284,92.92191404,0.0,92.92191404,225.5621242,132.6402101,92.92191404,933.0790816,840.1571675,92.92191404,92.92191404,0.0,92.92191404,483.7507475,435.4844399,48.26630761,,,,,,,,,,,,,,,,,,,,,,
8054,12,14,2,7,7.47,0.62,27.34181539,186.675700868,89.11321571,0.0,89.11321571,89.11321571,0.0,89.11321571,933.9277604,844.8145447,89.11321571,187.9929039,98.87968822,89.11321571,482.62664,439.804261,42.82237897,,,,,,,,,,,,,,,,,,,,,,
8055,12,15,2,7,8.11,0.83,24.52178605,201.82876304,81.36982258,0.0,81.36982258,81.36982258,0.0,81.36982258,831.6078111,750.2379885,81.36982258,381.8805755,300.5107529,81.36982258,411.2254685,368.6825276,42.54294091,,,,,,,,,,,,,,,,,,,,,,
8056,12,16,2,7,8.18,0.83,19.02465686,215.59615543,61.76048813,0.0,61.76048813,61.76048813,0.0,61.76048813,672.2481617,610.4876735,61.76048813,498.7647775,437.0042894,61.76048813,292.2385583,258.8751279,33.36343043,,,,,,,,,,,,,,,,,,,,,,
8057,12,17,2,7,7.58,0.34,11.43025582,227.68193068,12.90686375,0.0,12.90686375,12.90686375,0.0,12.90686375,12.90686375,0.0,12.90686375,12.90686375,0.0,12.90686375,25.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,
8058,12,18,2,7,5.85,0.62,2.312420018,238.26982971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8059,12,19,2,7,3.9,1.17,0.0,247.77577858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8060,12,20,2,7,2.39,1.86,0.0,256.70858086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8061,12,21,2,7,1.36,2.21,0.0,265.67235494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8062,12,22,2,7,0.81,2.28,0.0,275.51503855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8063,12,23,2,7,0.51,2.34,0.0,287.7462723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8064,12,24,2,7,0.16,2.28,0.0,305.640575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8065,12,1,3,1,-0.2,2.21,0.0,335.43416560000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8066,12,2,3,1,-0.51,2.07,0.0,18.070174199999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8067,12,3,3,1,-0.75,2.07,0.0,50.899523200000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8068,12,4,3,1,-0.87,2.0,0.0,70.1636389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8069,12,5,3,1,-0.71,2.0,0.0,82.95958143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8070,12,6,3,1,-0.77,1.93,0.0,93.02524251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8071,12,7,3,1,-0.79,1.86,0.0,102.04439814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8072,12,8,3,1,-1.06,1.79,0.0,110.92729976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8073,12,9,3,1,-0.84,1.66,0.690647162,120.29928577999999,7.678200957,0.0,7.678200957,496.1409346,488.4627336,7.678200957,293.1046083,285.4264073,7.678200957,7.678200957,0.0,7.678200957,35.36698479,6.81982295,28.54716183,,,,,,,,,,,,,,,,,,,,,,
8074,12,10,3,1,1.56,1.31,9.988602445,130.67772009,50.64901764,0.0,50.64901764,654.5503841,603.9013665,50.64901764,569.6777075,519.0286898,50.64901764,50.64901764,0.0,50.64901764,182.7077992,140.2451827,42.46261651,,,,,,,,,,,,,,,,,,,,,,
8075,12,11,3,1,5.32,1.31,17.84273184,142.49502712999998,73.48962738,0.0,73.48962738,585.8149298,512.3253025,73.48962738,741.0449867,667.5553593,73.48962738,73.48962738,0.0,73.48962738,319.1534931,270.8657083,48.28778479,,,,,,,,,,,,,,,,,,,,,,
8076,12,12,3,1,7.8,1.1,23.69403311,155.98257532,86.69088614,0.0,86.69088614,429.1079886,342.4171025,86.69088614,855.1432559,768.4523698,86.69088614,86.69088614,0.0,86.69088614,418.9890738,369.1959086,49.7931651,,,,,,,,,,,,,,,,,,,,,,
8077,12,13,3,1,9.65,0.9,26.95489754,170.933324092,90.84807138,0.0,90.84807138,222.459818,131.6117467,90.84807138,915.5989984,824.750927,90.84807138,90.84807138,0.0,90.84807138,471.7066772,424.7207499,46.98592731,,,,,,,,,,,,,,,,,,,,,,
8078,12,14,3,1,10.48,0.62,27.20719919,186.543460162,97.58116618,0.0,97.58116618,97.58116618,0.0,97.58116618,846.3998807,748.8187145,97.58116618,183.4737013,85.89253508,97.58116618,449.3727882,387.4836768,61.8891114,,,,,,,,,,,,,,,,,,,,,,
8079,12,15,3,1,10.8,0.55,24.41528416,201.67109626,80.35190538,0.0,80.35190538,80.35190538,0.0,80.35190538,813.9698581,733.6179527,80.35190538,371.8653396,291.5134342,80.35190538,400.9312227,358.3482823,42.58294047,,,,,,,,,,,,,,,,,,,,,,
8080,12,16,3,1,10.9,0.76,18.94686299,215.4260117,60.26915537,0.0,60.26915537,60.26915537,0.0,60.26915537,667.4620414,607.192886,60.26915537,492.1936918,431.9245365,60.26915537,287.7843964,255.8014691,31.98292727,,,,,,,,,,,,,,,,,,,,,,
8081,12,17,3,1,10.3,1.38,11.37810856,227.50755688,12.38455576,0.0,12.38455576,12.38455576,0.0,12.38455576,12.38455576,0.0,12.38455576,12.38455576,0.0,12.38455576,24.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,
8082,12,18,3,1,8.61,2.0,2.281261028,238.09371695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8083,12,19,3,1,6.76,2.28,0.0,247.59601833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8084,12,20,3,1,5.53,2.0,0.0,256.51992684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8085,12,21,3,1,4.22,1.93,0.0,265.46601767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8086,12,22,3,1,3.22,1.72,0.0,275.27679088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8087,12,23,3,1,2.37,1.66,0.0,287.4524815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8088,12,24,3,1,1.5,1.59,0.0,305.2582835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8089,12,1,4,2,1.03,1.52,0.0,335.0028997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8090,12,2,4,2,0.48,1.59,0.0,17.8681067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8091,12,3,4,2,0.11,1.59,0.0,50.91777590000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8092,12,4,4,2,-0.14,1.59,0.0,70.233737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8093,12,5,4,2,-0.27,1.59,0.0,83.03167595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8094,12,6,4,2,-0.42,1.52,0.0,93.08871001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8095,12,7,4,2,-0.52,1.52,0.0,102.09680163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8096,12,8,4,2,-1.08,1.38,0.0,110.96712725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8097,12,9,4,2,-0.85,1.24,0.51944348,120.32388750999999,6.13499328,0.0,6.13499328,472.7733848,466.6383915,6.13499328,279.0774975,272.9425043,6.13499328,6.13499328,0.0,6.13499328,33.84845619,4.901218698,28.94723749,,,,,,,,,,,,,,,,,,,,,,
8098,12,10,4,2,2.09,0.83,9.815702291,130.68241769,49.85709487,0.0,49.85709487,653.9361686,604.0790737,49.85709487,569.1246349,519.2675401,49.85709487,49.85709487,0.0,49.85709487,179.5721021,137.8192418,41.75286029,,,,,,,,,,,,,,,,,,,,,,
8099,12,11,4,2,5.68,0.69,17.67105649,142.47291540999998,72.72534393,0.0,72.72534393,585.7698364,513.0444925,72.72534393,740.683921,667.958577,72.72534393,72.72534393,0.0,72.72534393,315.9575829,268.3272017,47.63038122,,,,,,,,,,,,,,,,,,,,,,
8100,12,12,4,2,8.26,0.62,23.52904474,155.92592172,87.4878755,0.0,87.4878755,426.9753603,339.4874848,87.4878755,847.3437595,759.855884,87.4878755,87.4878755,0.0,87.4878755,414.3476599,362.3724407,51.9752192,,,,,,,,,,,,,,,,,,,,,,
8101,12,13,4,2,10.32,0.41,26.80443981,170.837676888,92.22907681,0.0,92.22907681,223.9301522,131.7010754,92.22907681,908.7779139,816.5488371,92.22907681,92.22907681,0.0,92.22907681,467.6314816,417.8795667,49.7519149,,,,,,,,,,,,,,,,,,,,,,
8102,12,14,4,2,11.81,0.34,27.07939196,186.412498748,88.4860199,0.0,88.4860199,88.4860199,0.0,88.4860199,909.2565076,820.7704877,88.4860199,180.7314846,92.24546468,88.4860199,466.5325688,422.2789832,44.25358554,,,,,,,,,,,,,,,,,,,,,,
8103,12,15,4,2,12.63,0.28,24.31521129,201.51623105,78.97653482,0.0,78.97653482,78.97653482,0.0,78.97653482,821.9513409,742.9748061,78.97653482,371.8852532,292.9087184,78.97653482,401.4266287,360.8497623,40.57686631,,,,,,,,,,,,,,,,,,,,,,
8104,12,16,4,2,12.78,0.21,18.874957,215.25972965,60.73459927,0.0,60.73459927,60.73459927,0.0,60.73459927,654.3550685,593.6204692,60.73459927,480.4152414,419.6806421,60.73459927,281.9587446,248.5499824,33.40876224,,,,,,,,,,,,,,,,,,,,,,
8105,12,17,4,2,12.22,0.48,11.33128901,227.33772815999998,12.38469454,0.0,12.38469454,12.38469454,0.0,12.38469454,12.38469454,0.0,12.38469454,12.38469454,0.0,12.38469454,24.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,
8106,12,18,4,2,10.49,0.76,2.254937915,237.92263565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8107,12,19,4,2,9.89,0.69,0.0,247.42173928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8108,12,20,4,2,9.46,0.69,0.0,256.33729294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8109,12,21,4,2,7.67,1.1,0.0,265.26644001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8110,12,22,4,2,4.33,1.24,0.0,275.04634817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8111,12,23,4,2,2.29,1.45,0.0,287.16783150000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8112,12,24,4,2,1.14,1.59,0.0,304.8856949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8113,12,1,5,3,0.32,1.59,0.0,334.5756999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8114,12,2,5,3,-0.27,1.59,0.0,17.657864499999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8115,12,3,5,3,-0.75,1.59,0.0,50.9261032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8116,12,4,5,3,-1.12,1.59,0.0,70.2951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8117,12,5,5,3,-1.39,1.52,0.0,83.09637693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8118,12,6,5,3,-1.66,1.45,0.0,93.14569972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8119,12,7,5,3,-1.88,1.45,0.0,102.14338039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8120,12,8,5,3,-2.09,1.38,0.0,111.00162992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8121,12,9,5,3,-1.82,1.24,0.353343688,120.34362562999999,2.999120888,0.0,2.999120888,450.0992984,447.1001775,2.999120888,264.7202452,261.7211243,2.999120888,2.999120888,0.0,2.999120888,34.9443125,3.194983704,31.74932879,,,,,,,,,,,,,,,,,,,,,,
8122,12,10,5,3,1.05,0.83,9.648434359,130.68281061,50.2221982,0.0,50.2221982,656.6623466,606.4401484,50.2221982,571.5265546,521.3043564,50.2221982,50.2221982,0.0,50.2221982,179.4646577,135.9554156,43.50924209,,,,,,,,,,,,,,,,,,,,,,
8123,12,11,5,3,4.75,0.69,17.50557652,142.44732454,74.71932788,0.0,74.71932788,588.1669272,513.4475993,74.71932788,742.585031,667.8657031,74.71932788,74.71932788,0.0,74.71932788,317.1595902,265.7044467,51.45514349,,,,,,,,,,,,,,,,,,,,,,
8124,12,12,5,3,7.54,0.41,23.37074002,155.86703673,87.7542405,0.0,87.7542405,437.6421219,349.8878814,87.7542405,868.7326527,780.9784122,87.7542405,87.7542405,0.0,87.7542405,421.1552386,369.8076419,51.34759671,,,,,,,,,,,,,,,,,,,,,,
8125,12,13,5,3,9.77,0.21,26.66092931,170.741466386,92.1311715,0.0,92.1311715,228.88019,136.7490185,92.1311715,931.0140885,838.882917,92.1311715,92.1311715,0.0,92.1311715,475.2170142,426.7572682,48.45974602,,,,,,,,,,,,,,,,,,,,,,
8126,12,14,5,3,11.35,0.34,26.95846278,186.282777288,89.02301404,0.0,89.02301404,89.02301404,0.0,89.02301404,924.317247,835.294233,89.02301404,180.9862204,91.96320636,89.02301404,471.7085042,427.4082414,44.30026273,,,,,,,,,,,,,,,,,,,,,,
8127,12,15,5,3,12.18,0.34,24.22164193,201.36414212,80.72328976,0.0,80.72328976,80.72328976,0.0,80.72328976,829.6601579,748.9368682,80.72328976,373.6878722,292.9645824,80.72328976,404.4419962,361.7861624,42.65583378,,,,,,,,,,,,,,,,,,,,,,
