Hour/year,Month,Hour/day,Day/month,Day/week,Air temp.,Wind speed,Solar alt,Solar azim,I_GvT_N,I_Gvd_N,I_Gvdif_N,I_GvT_E,I_Gvd_E,I_Gvdif_E,I_GvT_S,I_Gvd_S,I_Gvdif_S,I_GvT_W,I_Gvd_W,I_Gvdif_W,I_GhT,I_GhD,I_GhDif
2301,4,21,6,5,9.36,1.72,0,300.4483442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,4,22,6,5,9.21,3.03,0,313.7223392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,4,23,6,5,9.22,4.76,0,329.9037209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,4,24,6,5,9.12,6.21,0,349.0858314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,4,1,7,6,9.14,6.48,0,9.728764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,4,2,7,6,9.16,6.83,0,28.9314255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,4,3,7,6,9.21,7.03,0,45.2236813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,4,4,7,6,9.17,6.9,0,58.6126337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,4,5,7,6,9.17,6.62,0,69.879437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,4,6,7,6,9.03,6.55,0,79.8937904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,4,7,7,6,8.9,6.48,0,89.44569336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,4,8,7,6,8.87,6.14,3.501335255,99.31534719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,4,9,7,6,8.95,5.66,14.39017018,110.4360024,35.16846076,0,35.16846076,82.43345309,47.26499233,35.16846076,38.92071736,3.7522566,35.16846076,35.16846076,0,35.16846076,67.83223562,12.1650987,55.66713692
2314,4,10,7,6,9.23,5.38,25.11381587,124.1164241,57.26453654,0,57.26453654,65.41754657,8.15301003,57.26453654,59.53397121,2.26943467,57.26453654,57.26453654,0,57.26453654,112,3.9668349,108.0331651
2315,4,11,7,6,9.64,5.79,35.22347719,142.1570872,104.8030013,0,104.8030013,137.952117,33.1491157,104.8030013,122.6185181,17.8155168,104.8030013,104.8030013,0,104.8030013,218.5268106,26.5703912,191.9564194
2316,4,12,7,6,10.27,5.79,44.04230612,165.8806308,114.6179664,0,114.6179664,130.6869492,16.0689828,114.6179664,130.0906487,15.4726823,114.6179664,114.6179664,0,114.6179664,232.085568,21.5737739,210.5117941
2317,4,13,7,6,10.79,5.93,50.49906358,192.807942,135.6781944,0,135.6781944,147.0678874,11.389693,135.6781944,158.8342996,23.1561052,135.6781944,135.6781944,0,135.6781944,278.0555922,31.3036848,246.7519074
2318,4,14,7,6,10.89,5.45,53.20976458,216.7972245,176.5182414,0,176.5182414,178.9550335,2.4367921,176.5182414,235.8894395,59.3711981,176.5182414,176.5182414,0,176.5182414,390.9299452,79.4581644,311.4717808
2319,4,15,7,6,11.24,4.97,51.33900436,235.1042519,143.590431,0,143.590431,143.590431,0,143.590431,170.0612308,26.4707998,143.590431,154.2471619,10.6567309,143.590431,295.9282095,35.6677369,260.2604726
2320,4,16,7,6,11.66,4.62,45.48303437,248.9559954,176.0521889,0,176.0521889,176.0521889,0,176.0521889,310.2368447,134.1846558,176.0521889,299.7748533,123.7226644,176.0521889,458.1442791,185.6216878,272.5225913
2321,4,17,7,6,11.69,4.62,37.01440723,260.1690889,127.8262978,0,127.8262978,127.8262978,0,127.8262978,155.7517344,27.9254366,127.8262978,174.4060269,46.5797291,127.8262978,272.3439393,40.9464156,231.3975237
2322,4,18,7,6,11.63,4.55,27.08687833,270.0768471,89.66955376,0,89.66955376,89.66955376,0,89.66955376,101.8602928,12.19073904,89.66955376,127.6615024,37.99194864,89.66955376,185.6591916,20.4062829,165.2529087
2323,4,19,7,6,11.32,4.41,16.44017911,279.6256171,87.19730455,0,87.19730455,87.19730455,0,87.19730455,123.6404463,36.44314175,87.19730455,405.0928223,317.8955178,87.19730455,214.1509604,94.4184023,119.7325581
2324,4,20,7,6,10.95,4.14,5.553714751,289.5987977,67.28705028,35.36640769,31.92064259,31.92064259,0,31.92064259,31.92064259,0,31.92064259,558.5814152,526.6607726,31.92064259,93.35071781,51.32536523,42.02535258
2325,4,21,7,6,10.27,3.31,0,300.7831937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,4,22,7,6,9.48,3.31,0,314.0454803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,4,23,7,6,8.99,3.38,0,330.1822626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,4,24,7,6,8.71,3.17,0,349.2636773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,4,1,8,7,8.45,2.9,0,9.7618057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,4,2,8,7,8.05,2.55,0,28.838373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,4,3,8,7,7.36,2.28,0,45.0525279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,4,4,8,7,6.5,2.07,0,58.4026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,4,5,8,7,6.02,2.07,0,69.6509415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,4,6,8,7,5.8,2.21,0,79.6545162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,4,7,8,7,5.65,2.14,0,89.19715881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,4,8,8,7,5.58,1.86,3.813784695,99.05741855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,4,9,8,7,5.91,1.72,14.70206981,110.172044,57.19879363,0,57.19879363,479.7868017,422.5880081,57.19879363,89.02642361,31.82762998,57.19879363,57.19879363,0,57.19879363,163.7181554,111.1942445,52.52391093
2338,4,10,8,7,9.51,2.07,25.43333806,123.86446,98.84730826,0,98.84730826,398.6485183,299.80121,98.84730826,180.9691425,82.12183424,98.84730826,98.84730826,0,98.84730826,261.9185459,147.8218797,114.0966662
2339,4,11,8,7,10.85,2.83,35.55934319,141.9749749,132.3625482,0,132.3625482,333.0754897,200.7129415,132.3625482,239.2009767,106.8384285,132.3625482,132.3625482,0,132.3625482,352.0925655,162.5417631,189.5508024
2340,4,12,8,7,12.14,3.45,44.40166187,165.8836709,150.9581955,0,150.9581955,523.1098859,372.1516904,150.9581955,506.9296286,355.9714331,150.9581955,150.9581955,0,150.9581955,627.6109775,504.3426785,123.268299
2341,4,13,8,7,12.97,3.45,50.8798343,193.0581228,155.1149387,0,155.1149387,389.6583694,234.5434307,155.1149387,630.2469481,475.1320094,155.1149387,155.1149387,0,155.1149387,753.3845844,651.5348697,101.8497147
2342,4,14,8,7,13.65,3.72,53.58881968,217.1847933,145.6336874,0,145.6336874,167.9477483,22.3140609,145.6336874,714.9774645,569.3437771,145.6336874,145.6336874,0,145.6336874,830.2523117,772.5163412,57.73597055
2343,4,15,8,7,13.91,4.14,51.68108487,235.5116733,135.8874687,0,135.8874687,135.8874687,0,135.8874687,710.7826383,574.8951696,135.8874687,370.6176463,234.7301776,135.8874687,829.900386,785.7498896,44.15049637
2344,4,16,8,7,13.72,4.62,45.77305043,249.3420949,137.2629394,0,137.2629394,137.2629394,0,137.2629394,621.9764039,484.7134645,137.2629394,589.860342,452.5974026,137.2629394,748.5782675,681.3089672,67.26930027
2345,4,17,8,7,13.27,4.97,37.26079896,260.5307371,121.5477808,0,121.5477808,121.5477808,0,121.5477808,498.3214807,376.7736999,121.5477808,759.3082707,637.7604899,121.5477808,627.5548514,563.4927312,64.06212022
2346,4,18,8,7,12.86,4.83,27.30517522,270.4213193,97.3880257,0,97.3880257,97.3880257,0,97.3880257,337.0812698,239.6932441,97.3880257,860.6309034,763.2428777,97.3880257,471.5209702,412.9998974,58.52107278
2347,4,19,8,7,12.57,4.69,16.64484625,279.9613021,71.68087639,0,71.68087639,71.68087639,0,71.68087639,152.5595359,80.87865951,71.68087639,816.1225959,744.4417195,71.68087639,279.8162146,223.8719741,55.94424052
2348,4,20,8,7,11.96,4.48,5.757082513,289.9319282,74.44938061,41.70911005,32.74027056,32.74027056,0,32.74027056,32.74027056,0,32.74027056,604.891887,572.1516164,32.74027056,96.90053358,57.8371517,39.06338188
2349,4,21,8,7,11.23,4.28,0,301.1146477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,4,22,8,7,10.48,3.93,0,314.3643935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,4,23,8,7,10.02,3.52,0,330.4560475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,4,24,8,7,9.59,3.1,0,349.4375632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,4,1,9,1,9.17,2.62,0,9.7931725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,4,2,9,1,8.69,2.14,0,28.7458172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,4,3,9,1,7.82,1.72,0,44.8827836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,4,4,9,1,7.22,1.52,0,58.1940675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,4,5,9,1,6.89,1.45,0,69.4236232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,4,6,9,1,7,1.17,0,79.4160333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,4,7,9,1,6.93,1.03,0,88.94895543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,4,8,9,1,6.84,1.1,4.123939899,98.79922346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,4,9,9,1,7.2,1.03,15.01150461,109.906968,55.76885472,0,55.76885472,575.4269989,519.6581442,55.76885472,92.79267051,37.02381579,55.76885472,55.76885472,0,55.76885472,184.2802431,139.7070582,44.57318494
2362,4,10,9,1,7.61,1.03,25.7502275,123.6102197,99.78227226,0,99.78227226,465.9130394,366.1307671,99.78227226,198.4487925,98.66652024,99.78227226,99.78227226,0,99.78227226,291.8621302,182.9025223,108.9596079
2363,4,11,9,1,8.37,1.17,35.89248203,141.7897435,128.5810682,0,128.5810682,288.0877748,159.5067066,128.5810682,212.6638444,84.0827762,128.5810682,128.5810682,0,128.5810682,318.9029841,130.4878366,188.4151475
2364,4,12,9,1,9.62,1.38,44.75837996,165.8852883,152.6389232,0,152.6389232,519.6805926,367.0416694,152.6389232,501.3715613,348.7326381,152.6389232,152.6389232,0,152.6389232,628.3011869,502.0421738,126.2590131
2365,4,13,9,1,11.55,2.07,51.2582819,193.3102645,140.1083417,0,140.1083417,404.718331,264.6099893,140.1083417,674.1773391,534.0689974,140.1083417,140.1083417,0,140.1083417,798.1664328,742.8541468,55.31228605
2366,4,14,9,1,12.86,3.17,53.96576751,217.5742531,138.991701,0,138.991701,160.8009374,21.8092364,138.991701,723.0181095,584.0264085,138.991701,138.991701,0,138.991701,848.1587574,803.3938215,44.76493591
2367,4,15,9,1,13.84,4.41,52.02092165,235.9193292,137.2354286,0,137.2354286,137.2354286,0,137.2354286,704.9339253,567.6984967,137.2354286,372.3027692,235.0673406,137.2354286,837.6105464,787.0413384,50.56920804
2368,4,16,9,1,14.2,5.31,46.0608187,249.727292,143.7382248,0,143.7382248,143.7382248,0,143.7382248,603.9720844,460.2338596,143.7382248,578.9431882,435.2049634,143.7382248,733.1602511,657.3185973,75.84165382
2369,4,17,9,1,14,5.72,37.5052655,260.89086,151.5053114,0,151.5053114,151.5053114,0,151.5053114,414.6140512,263.1087398,151.5053114,603.4986503,451.9933389,151.5053114,551.141556,401.3848523,149.7567037
2370,4,18,9,1,13.63,6,27.52200276,270.7638552,128.9289878,0,128.9289878,128.9289878,0,128.9289878,287.4754066,158.5464188,128.9289878,644.9247037,515.9957159,128.9289878,418.8471422,281.2677902,137.579352
2371,4,19,9,1,13.09,6.48,16.84848654,280.2946563,94.16066835,0,94.16066835,94.16066835,0,94.16066835,136.6205171,42.45984875,94.16066835,507.6577027,413.4970344,94.16066835,247.5025156,125.8824914,121.6200242
2372,4,20,9,1,12.52,6.83,5.959794059,290.262228,61.55746711,18.01627099,43.54119612,43.54119612,0,43.54119612,43.54119612,0,43.54119612,272.7148634,229.1736673,43.54119612,91.99835633,23.99835633,68
2373,4,21,9,1,11.49,6.21,0,301.4425888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,4,22,9,1,11.01,6.28,0,314.6789779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,4,23,9,1,10.8,6.34,0,330.725005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,4,24,9,1,10.73,6.48,0,349.6074362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,4,1,10,2,10.63,7.1,0,9.82279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,4,2,10,2,10.89,7.31,0,28.6536657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,4,3,10,2,10.99,7.93,0,44.7143742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,4,4,10,2,10.76,7.93,0,57.9869265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,4,5,10,2,10.49,8.55,0,69.1974617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,4,6,10,2,10.48,7.72,0,79.1783382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,4,7,10,2,10.32,6.14,0,88.7010898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,4,8,10,2,9.97,6.14,4.431662013,98.54077182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,4,9,10,2,9.79,6.21,15.31833622,109.6407752,43.55214537,0,43.55214537,123.9236002,80.37145483,43.55214537,48.95141927,5.3992739,43.55214537,43.55214537,0,43.55214537,90.05475631,22.0644111,67.99034521
2386,4,10,10,2,9.39,6.83,26.06434506,123.3536659,96.08901758,0,96.08901758,312.948328,216.8593104,96.08901758,153.5666,57.47758242,96.08901758,96.08901758,0,96.08901758,237.2802157,109.7334594,127.5467563
2387,4,11,10,2,9.49,7.24,36.22275303,141.601271,135.29622,0,135.29622,594.1731184,458.8768984,135.29622,374.8202931,239.5240731,135.29622,135.29622,0,135.29622,496.7947227,379.1629239,117.6317988
2388,4,12,10,2,10.09,6.21,45.11232141,165.8852985,158.9393714,0,158.9393714,264.1910925,105.2517211,158.9393714,258.2627158,99.3233444,158.9393714,158.9393714,0,158.9393714,396.4889607,145.2856591,251.2033016
2389,4,13,10,2,10.49,5.79,51.63428207,193.564195,177.0777381,0,177.0777381,350.9335273,173.8557892,177.0777381,526.6528576,349.5751195,177.0777381,177.0777381,0,177.0777381,677.2477605,493.1946985,184.053062
2390,4,14,10,2,11.32,6.28,54.34051302,217.9653984,142.0300967,0,142.0300967,162.3730327,20.342936,142.0300967,715.1166172,573.0865205,142.0300967,142.0300967,0,142.0300967,848.2090639,799.2285208,48.98054308
2391,4,15,10,2,11.71,7.1,52.3584524,236.3270165,175.2496604,0,175.2496604,175.2496604,0,175.2496604,594.1090277,418.8593673,175.2496604,351.1250487,175.8753883,175.2496604,734.0702116,589.0177031,145.0525085
2392,4,16,10,2,11.74,7.66,46.34631048,250.1114122,158.6890275,0,158.6890275,158.6890275,0,158.6890275,556.431291,397.7422635,158.6890275,539.5890044,380.8999769,158.6890275,699.7646105,577.2205245,122.544086
2393,4,17,10,2,11.94,7.59,37.74780261,261.2493077,157.02785,0,157.02785,157.02785,0,157.02785,289.5110018,132.4831518,157.02785,388.0295824,231.0017324,157.02785,430.2333702,206.1720963,224.0612739
2394,4,18,10,2,11.55,7.59,27.73736807,271.10432,130.3993835,0,130.3993835,130.3993835,0,130.3993835,282.7598898,152.3605063,130.3993835,637.3709137,506.9715302,130.3993835,419.4964418,278.3666574,141.1297844
2395,4,19,10,2,11.08,7.24,17.05110834,280.6255532,89.29244029,0,89.29244029,89.29244029,0,89.29244029,118.9082534,29.61581311,89.29244029,395.3518937,306.0594534,89.29244029,217.1000465,94.308824,122.7912225
2396,4,20,10,2,10.75,6.76,6.161851888,290.5895752,61.5456591,17.03581803,44.50984107,44.50984107,0,44.50984107,44.50984107,0,44.50984107,246.6045632,202.0947221,44.50984107,91.89575949,21.89575949,70
2397,4,21,10,2,9.92,6.76,0,301.7669021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,4,22,10,2,9.63,6.14,0,314.9891362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,4,23,10,2,9.69,5.86,0,330.9890686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,4,24,10,2,9.78,5.86,0,349.7732467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,4,1,11,3,9.94,6,0,9.8505882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,4,2,11,3,10.01,5.45,0,28.5618302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,4,3,11,3,10.07,5.66,0,44.5472284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,4,4,11,3,10.11,5.59,0,57.7811563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,4,5,11,3,10.07,5.79,0,68.9724386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,4,6,11,3,10.12,6,0,78.9414292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,4,7,11,3,10.03,6.48,0,88.45357075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,4,8,11,3,10.06,6.69,4.736813958,98.28207655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,4,9,11,3,9.83,7.86,15.62242806,109.3734705,30.19418748,0,30.19418748,31.11884093,0.92465345,30.19418748,30.25254551,0.05835803,30.19418748,30.19418748,0,30.19418748,58,0.25907253,57.74092747
2410,4,10,11,3,9.85,7.72,26.37555329,123.0947661,39.33686882,0,39.33686882,39.33686882,0,39.33686882,39.33686882,0,39.33686882,39.33686882,0,39.33686882,75,0,75
2411,4,11,11,3,10.14,7.79,36.55001688,141.4094379,97.52752856,0,97.52752856,117.7347657,20.20723714,97.52752856,107.9706969,10.44316834,97.52752856,97.52752856,0,97.52752856,197.1438875,16.8620934,180.2817941
2412,4,12,11,3,10.6,7.17,45.46334811,165.8835136,146.7033307,0,146.7033307,187.923326,41.2199953,146.7033307,185.3343822,38.6310515,146.7033307,146.7033307,0,146.7033307,319.7802537,57.4140658,262.3661879
2413,4,13,11,3,11.05,7.86,52.00771092,193.819737,122.7801158,0,122.7801158,130.127235,7.3471192,122.7801158,137.4959986,14.7158828,122.7801158,122.7801158,0,122.7801158,246,21.0583468,224.9416532
2414,4,14,11,3,11.69,9.31,54.71296193,218.358019,195.4509538,0,195.4509538,204.6017804,9.1508266,195.4509538,467.3250234,271.8740696,195.4509538,195.4509538,0,195.4509538,635.3911561,384.3833159,251.0078402
2415,4,15,11,3,12.47,9.31,52.69361624,236.7345305,194.595933,0,194.595933,194.595933,0,194.595933,359.7976387,165.2017057,194.595933,264.9321094,70.3361764,194.595933,529.3930734,235.6407117,293.7523617
2416,4,16,11,3,12.29,10.07,46.62949861,250.4942812,164.7557652,0,164.7557652,164.7557652,0,164.7557652,214.2518142,49.496049,164.7557652,212.7597376,48.0039724,164.7557652,364.9823124,72.988874,291.9934384
2417,4,17,11,3,12.29,10.14,37.98840708,261.6059308,141.1237412,0,141.1237412,141.1237412,0,141.1237412,202.3584179,61.2346767,141.1237412,249.5030262,108.379285,141.1237412,327.0693973,97.2154007,229.8539966
2418,4,18,11,3,12.03,8.62,27.95127852,271.4425801,39.34731773,0,39.34731773,39.34731773,0,39.34731773,39.34731773,0,39.34731773,39.34731773,0,39.34731773,75,0,75
2419,4,19,11,3,12.06,7.72,17.2527196,280.9538676,53.14072887,0,53.14072887,53.14072887,0,53.14072887,55.29188098,2.15115211,53.14072887,76.8094879,23.66875903,53.14072887,107,7.38087306,99.61912694
2420,4,20,11,3,11.75,7.24,6.363257468,290.9138499,80.18957756,44.83149579,35.35808177,35.35808177,0,35.35808177,35.35808177,0,35.35808177,533.8006952,498.4426134,35.35808177,103.3625756,55.81004309,47.55253251
2421,4,21,11,3,11.35,5.66,0,302.0874754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,4,22,11,3,10.71,5.1,0,315.2947739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,4,23,11,3,10.32,7.1,0,331.2481752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,4,24,11,3,9.97,7.86,0,349.9349488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,4,1,12,4,9.7,7.17,0,9.876501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,4,2,12,4,9.47,6.9,0,28.4702267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,4,3,12,4,9.17,6.69,0,44.3812783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,4,4,12,4,9.01,6.21,0,57.5767166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,4,5,12,4,8.99,5.45,0,68.7485372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,4,6,12,4,8.75,5.03,0,78.7053062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,4,7,12,4,8.55,4.76,0,88.20640943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,4,8,12,4,8.63,4.55,5.039260534,98.02315366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,4,9,12,4,9.13,5.1,15.92364542,109.1050627,61.13552288,0,61.13552288,330.2926357,269.1571128,61.13552288,77.02915225,15.89362937,61.13552288,61.13552288,0,61.13552288,141.8120929,76.92529061,64.88680229
2434,4,10,12,4,9.84,5.31,26.68371653,122.8334929,104.361833,0,104.361833,591.0808409,486.7190079,104.361833,229.0399398,124.6781068,104.361833,104.361833,0,104.361833,347.4614837,252.5191391,94.94234462
2435,4,11,12,4,10.24,5.17,36.87413578,141.2141275,133.9899313,0,133.9899313,575.4385983,441.448667,133.9899313,359.8419714,225.8520401,133.9899313,133.9899313,0,133.9899313,495.6173768,371.9590676,123.6583092
2436,4,12,12,4,10.91,4.83,45.81132284,165.8797427,166.6282833,0,166.6282833,415.7263324,249.0980491,166.6282833,398.456186,231.8279027,166.6282833,166.6282833,0,166.6282833,543.6390856,350.0613321,193.5777535
2437,4,13,12,4,11.14,4.97,52.37844493,194.0767074,180.6611595,0,180.6611595,342.2363354,161.5751759,180.6611595,503.0032133,322.3420538,180.6611595,180.6611595,0,180.6611595,661.5566257,467.8458712,193.7107545
2438,4,14,12,4,11.49,5.03,55.08302067,218.7519007,184.6732359,0,184.6732359,196.662256,11.9890201,184.6732359,561.3373269,376.664091,184.6732359,184.6732359,0,184.6732359,727.0163751,539.8677359,187.1486392
2439,4,15,12,4,11.62,4.97,53.0263537,237.1416654,194.4357938,0,194.4357938,194.4357938,0,194.4357938,474.6417153,280.2059215,194.4357938,315.3928405,120.9570467,194.4357938,651.9005997,405.3995725,246.5010272
2440,4,16,12,4,11.86,5.03,46.91035745,250.8757249,182.2015686,0,182.2015686,182.2015686,0,182.2015686,323.0859719,140.8844033,182.2015686,320.5799843,138.3784157,182.2015686,489.3271521,211.1045575,278.2225946
2441,4,17,12,4,11.42,5.59,38.22707659,261.9605812,152.725907,0,152.725907,152.725907,0,152.725907,255.9339621,103.2080551,152.725907,338.1607898,185.4348828,152.725907,390.2430503,167.1643706,223.0786797
2442,4,18,12,4,10.76,6,28.1637416,271.7785028,129.9230506,0,129.9230506,129.9230506,0,129.9230506,227.4330601,97.5100095,129.9230506,469.4123405,339.4892899,129.9230506,359.7229524,189.1047903,170.6181621
2443,4,19,12,4,10.17,5.93,17.45332766,281.2794756,95.32628697,0,95.32628697,95.32628697,0,95.32628697,133.2748035,37.94851653,95.32628697,541.5213951,446.1951081,95.32628697,259.7095376,140.7917348,118.9178028
2444,4,20,12,4,9.38,5.79,6.564011148,291.2349339,44.31961119,12.40152586,31.91808533,31.91808533,0,31.91808533,31.91808533,0,31.91808533,161.7051529,129.7870676,31.91808533,66.49545643,15.00229097,51.49316546
2445,4,21,12,4,8.84,6,0,302.4041986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,4,22,12,4,8.34,5.86,0,315.5958002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,4,23,12,4,8.2,5.17,0,331.5022652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,4,24,12,4,8.36,4.55,0,350.0924998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,4,1,13,5,8.39,4.34,0,9.9004664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,4,2,13,5,8.54,4.14,0,28.3787752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,4,3,13,5,8.69,3.79,0,44.2164588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,4,4,13,5,8.66,4.14,0,57.3735693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,4,5,13,5,8.56,4.14,0,68.5257426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,4,6,13,5,8.47,3.93,0,78.4699714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,4,7,13,5,8.28,3.59,0,87.95961949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,4,8,13,5,8.47,3.38,5.338868514,97.76402249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,4,9,13,5,8.6,3.17,16.22185561,108.8355654,61.29846663,0,61.29846663,564.5613765,503.2629099,61.29846663,88.97171723,27.6732506,61.29846663,61.29846663,0,61.29846663,198.2303317,146.6407819,51.5895498
2458,4,10,13,5,9.03,3.17,26.98870107,122.5698243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,4,11,13,5,9.5,3.52,37.19497354,141.0152265,90.77726368,0,90.77726368,105.4730481,14.69578442,90.77726368,98.21943732,7.44217364,90.77726368,90.77726368,0,90.77726368,181.0700167,12.5012325,168.5687842
2460,4,12,13,5,10.11,3.79,46.15610941,165.8737915,160.5584401,0,160.5584401,261.5318782,100.9734381,160.5584401,253.8684971,93.310057,160.5584401,160.5584401,0,160.5584401,397.282581,143.1494128,254.1331682
2461,4,13,13,5,10.9,4,52.74636105,194.3349177,172.4196727,0,172.4196727,199.1066826,26.6870099,172.4196727,225.4431479,53.0234752,172.4196727,172.4196727,0,172.4196727,382.4578287,78.0529133,304.4049154
2462,4,14,13,5,11.12,4.62,55.45059638,219.146825,188.5658449,0,188.5658449,192.3619713,3.7961264,188.5658449,315.0457302,126.4798853,188.5658449,188.5658449,0,188.5658449,475.8367436,183.7725786,292.064165
2463,4,15,13,5,11.3,4.69,53.35660663,237.5482144,105.5534321,0,105.5534321,105.5534321,0,105.5534321,114.6748201,9.121388,105.5534321,109.5451869,3.9917548,105.5534321,208,13.3853785,194.6146215
2464,4,16,13,5,11.71,5.17,47.18886276,251.2555699,147.1236914,0,147.1236914,147.1236914,0,147.1236914,176.2198124,29.096121,147.1236914,176.0663549,28.9426635,147.1236914,309.6904118,44.3016341,265.3887777
2465,4,17,13,5,11.65,5.72,38.4638096,262.3131117,73.10950789,0,73.10950789,73.10950789,0,73.10950789,76.10562088,2.99611299,73.10950789,78.57460573,5.46509784,73.10950789,142,4.9511257,137.0488743
