Hour/year,Month,Hour/day,Day/month,Day/week,Air temp.,Wind speed,Solar alt,Solar azim,I_GvT_N,I_Gvd_N,I_Gvdif_N,I_GvT_E,I_Gvd_E,I_Gvdif_E,I_GvT_S,I_Gvd_S,I_Gvdif_S,I_GvT_W,I_Gvd_W,I_Gvdif_W,I_GhT,I_GhD,I_GhDif
8017,12,1,1,6,13.03,6.22,0,29.4911291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018,12,2,1,6,13.1,6.49,0,57.8936357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,12,3,1,6,13.16,6.76,0,74.5837904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8020,12,4,1,6,13.23,7.03,0,86.18334876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,12,5,1,6,13.3,7.31,0,95.68163599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8022,12,6,1,6,13.37,7.58,0,104.4597439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8023,12,7,1,6,13.44,7.85,0,113.3150347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024,12,8,1,6,13.5,8.13,0,122.8360392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,12,9,1,6,13.57,8.4,0,133.5311693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8026,12,10,1,6,13.97,7.79,5.846987584,145.8137832,11.99075646,0,11.99075646,103.2903073,91.29955084,11.99075646,82.34585161,70.35509515,11.99075646,11.99075646,0,11.99075646,21.12353511,11.80344801,9.320087096
8027,12,11,1,6,14.2,7.72,13.76651744,159.8372002,11.86032474,0,11.86032474,11.86032474,0,11.86032474,11.86032474,0,11.86032474,11.86032474,0,11.86032474,23,0,23
8028,12,12,1,6,14.65,7.79,19.90487506,175.2251221,68.36606293,0,68.36606293,116.6492683,48.28320537,68.36606293,160.3788441,92.01278117,68.36606293,68.36606293,0,68.36606293,144.0692912,37.625473,106.4438182
8029,12,13,1,6,15.1,8.41,23.72631788,190.9835475,31.33025574,0,31.33025574,31.33025574,0,31.33025574,31.33025574,0,31.33025574,31.33025574,0,31.33025574,60,0,60
8030,12,14,1,6,15.08,8.83,24.8013359,205.9185955,24.47241853,0,24.47241853,24.47241853,0,24.47241853,24.47241853,0,24.47241853,24.47241853,0,24.47241853,47,0,47
8031,12,15,1,6,14.97,8.48,22.99237602,219.2617891,24.98635005,0,24.98635005,24.98635005,0,24.98635005,24.98635005,0,24.98635005,24.98635005,0,24.98635005,48,0,48
8032,12,16,1,6,14.53,7.1,18.52639999,230.8770061,22.86375216,0,22.86375216,22.86375216,0,22.86375216,22.86375216,0,22.86375216,22.86375216,0,22.86375216,44,0,44
8033,12,17,1,6,14.06,6.62,11.87854954,241.0501768,24.45424862,0,24.45424862,24.45424862,0,24.45424862,24.89420083,0.43995221,24.45424862,24.87724682,0.4229982,24.45424862,47,0.1283751,46.8716249
8034,12,18,1,6,13.51,5.79,3.584668784,250.2432337,3.581290394,0,3.581290394,3.581290394,0,3.581290394,3.581290394,0,3.581290394,3.581290394,0,3.581290394,7,0,7
8035,12,19,1,6,13.29,5.03,0,258.9905304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8036,12,20,1,6,13.22,4,0,267.9385546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8037,12,21,1,6,12.87,4.34,0,278.0489038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8038,12,22,1,6,12.46,3.86,0,291.1564167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8039,12,23,1,6,12.19,3.17,0,311.4510521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8040,12,24,1,6,11.94,2.9,0,346.5465069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8041,12,1,2,7,11.79,2.9,0,29.0636129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042,12,2,2,7,11.58,3.24,0,57.7764113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8043,12,3,2,7,11.11,3.45,0,74.5596518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8044,12,4,2,7,10.83,3.38,0,86.1808418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8045,12,5,2,7,10.73,3.38,0,95.67822425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8046,12,6,2,7,10.51,3.66,0,104.4457245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8047,12,7,2,7,10.35,3.38,0,113.2834011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8048,12,8,2,7,10.3,2.97,0,122.7790297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8049,12,9,2,7,10.34,3.59,0,133.4390028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,12,10,2,7,10.09,3.45,5.586923396,145.6754014,14.29054727,0,14.29054727,231.1304368,216.8398895,14.29054727,180.8818365,166.5912892,14.29054727,14.29054727,0,14.29054727,36.84063407,26.74851467,10.0921194
8051,12,11,2,7,10.44,2.97,13.51972422,159.6445186,16.03959805,0,16.03959805,16.03959805,0,16.03959805,16.03959805,0,16.03959805,16.03959805,0,16.03959805,31,0,31
8052,12,12,2,7,11.12,2.55,19.6804676,174.9806054,21.2879081,0,21.2879081,21.2879081,0,21.2879081,21.2879081,0,21.2879081,21.2879081,0,21.2879081,41,0,41
8053,12,13,2,7,11.63,1.93,23.5356416,190.7039779,99.11315963,0,99.11315963,159.6319536,60.51879397,99.11315963,351.7153304,252.6021708,99.11315963,99.11315963,0,99.11315963,246.2949468,113.1349632,133.1599836
8054,12,14,2,7,11.98,1.72,24.65499107,205.6270738,93.61358115,0,93.61358115,93.61358115,0,93.61358115,849.0876237,755.4740426,93.61358115,116.2866714,22.67309025,93.61358115,410.3249834,346.9166098,63.40837357
8055,12,15,2,7,12.29,1.79,22.89604412,218.9752416,102.3390508,0,102.3390508,102.3390508,0,102.3390508,721.7682289,619.4291781,102.3390508,289.3676878,187.028637,102.3390508,365.0036621,273.2714921,91.73217001
8056,12,16,2,7,12.4,2,18.47888797,230.6015523,91.40564187,0,91.40564187,91.40564187,0,91.40564187,443.3886061,351.9829642,91.40564187,302.1085808,210.7029389,91.40564187,249.6016318,137.0926028,112.509029
8057,12,17,2,7,12.3,2.41,11.87350472,240.7835889,55.6833543,0,55.6833543,55.6833543,0,55.6833543,560.1206341,504.4372798,55.6833543,535.9762471,480.2928928,55.6833543,194.2943505,146.4431399,47.8512106
8058,12,18,2,7,12,3.03,3.613639031,249.9781657,23.05435215,0,23.05435215,23.05435215,0,23.05435215,310.598927,287.5445749,23.05435215,432.1373878,409.0830357,23.05435215,59.82795505,31.57877541,28.24917964
8059,12,19,2,7,11.35,2.83,0,258.715632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8060,12,20,2,7,10.53,3.38,0,267.6368882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,12,21,2,7,10.18,4.14,0,277.6924994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8062,12,22,2,7,10.11,4.83,0,290.693685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8063,12,23,2,7,10.28,5.52,0,310.7940679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,12,24,2,7,10.53,6.55,0,345.7429223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,12,1,3,1,10.61,7.24,0,28.9536493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066,12,2,3,1,11.25,7.86,0,57.8355485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,12,3,3,1,11.72,8.41,0,74.6457327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8068,12,4,3,1,11.85,8.69,0,86.26152884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,12,5,3,1,12.28,8.83,0,95.74764671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8070,12,6,3,1,12.82,8.97,0,104.5027187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8071,12,7,3,1,13.1,9.79,0,113.3266334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072,12,8,3,1,13.39,10.34,0,122.805485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,12,9,3,1,13.91,9.86,0,133.4432271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8074,12,10,3,1,14.13,10.48,5.408420469,145.6495239,1.017012926,0,1.017012926,1.017012926,0,1.017012926,1.017012926,0,1.017012926,1.017012926,0,1.017012926,2,0,2
8075,12,11,3,1,14.17,10.28,13.34164762,159.5803567,34.25030031,0,34.25030031,52.53213078,18.28183047,34.25030031,55.36398222,21.11368191,34.25030031,34.25030031,0,34.25030031,67.43679464,6.62350664,60.813288
8076,12,12,3,1,14.17,8.55,19.50721202,174.8748185,28.67386221,0,28.67386221,28.67386221,0,28.67386221,28.67386221,0,28.67386221,28.67386221,0,28.67386221,55,0,55
8077,12,13,3,1,14.17,7.45,23.37386298,190.5627769,40.34095496,0,40.34095496,40.37597474,0.03501978,40.34095496,40.48619936,0.1452444,40.34095496,40.34095496,0,40.34095496,77,0.06457309,76.93542691
8078,12,14,3,1,13.93,6.62,24.51227255,205.4637937,43.39159161,0,43.39159161,43.39159161,0,43.39159161,44.22105764,0.82946603,43.39159161,43.4147716,0.02317999,43.39159161,83,0.3783717,82.6216283
8079,12,15,3,1,13.84,6.62,22.7782037,218.8024353,34.51094916,0,34.51094916,34.51094916,0,34.51094916,34.51094916,0,34.51094916,34.51094916,0,34.51094916,66,0,66
8080,12,16,3,1,13.73,7.03,18.38790069,230.4260739,28.67731788,0,28.67731788,28.67731788,0,28.67731788,28.67731788,0,28.67731788,28.67731788,0,28.67731788,55,0,55
8081,12,17,3,1,13.82,7.45,11.8076559,240.6066121,29.2083129,0,29.2083129,29.2083129,0,29.2083129,33.87111955,4.66280665,29.2083129,33.62167535,4.41336245,29.2083129,57,1.34215421,55.65784579
8082,12,18,3,1,13.82,7.24,3.569071417,249.7967682,23.69200329,0,23.69200329,23.69200329,0,23.69200329,96.5564066,72.86440331,23.69200329,126.6905111,102.9985078,23.69200329,42.73377089,7.86933295,34.86443794
8083,12,19,3,1,13.78,6.97,0,258.5236205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084,12,20,3,1,13.86,6.62,0,267.4241618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8085,12,21,3,1,13.91,7.24,0,277.4424381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8086,12,22,3,1,14.11,7.45,0,290.3781244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,12,23,3,1,14.18,7.52,0,310.3776876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8088,12,24,3,1,14.3,7.17,0,345.3199975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089,12,1,4,2,14.69,7.38,0,28.8339874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,12,2,4,2,14.98,7.52,0,57.8850795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8091,12,3,4,2,15.23,8.21,0,74.723604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092,12,4,4,2,15.27,8.83,0,86.3351599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,12,5,4,2,15.05,8.62,0,95.81083353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8094,12,6,4,2,15.09,8.41,0,104.5540623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,12,7,4,2,15.09,7.52,0,113.3646749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,12,8,4,2,14.86,7.03,0,122.827203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,12,9,4,2,14.67,6.97,0,133.4433096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8098,12,10,4,2,14.66,6.69,5.235514117,145.6204235,3.577021529,0,3.577021529,3.577021529,0,3.577021529,3.577021529,0,3.577021529,3.577021529,0,3.577021529,7,0,7
8099,12,11,4,2,14.75,6.69,13.16966822,159.5143576,41.3682093,0,41.3682093,109.9111057,68.5428964,41.3682093,120.4755962,79.1073869,41.3682093,41.3682093,0,41.3682093,82.5461072,24.49200817,58.05409903
8100,12,12,4,2,14.96,6.97,19.34051529,174.768974,31.32703169,0,31.32703169,31.32703169,0,31.32703169,31.32703169,0,31.32703169,31.32703169,0,31.32703169,60,0,60
8101,12,13,4,2,15.21,7.38,23.21894186,190.4233206,69.22863599,0,69.22863599,75.92620648,6.69757049,69.22863599,96.8296842,27.60104821,69.22863599,69.22863599,0,69.22863599,141.1224264,12.1842418,128.9381846
8102,12,14,4,2,15.67,8.48,24.37643827,205.3036877,42.39682474,0,42.39682474,42.39682474,0,42.39682474,42.89836984,0.5015451,42.39682474,42.40981044,0.0129857,42.39682474,81,0.22733847,80.77266153
8103,12,15,4,2,15.75,8.34,22.66698911,218.6337543,50.90001208,0,50.90001208,50.90001208,0,50.90001208,56.86304604,5.96303396,50.90001208,52.66765885,1.76764677,50.90001208,99,2.59746951,96.40253049
8104,12,16,4,2,15.47,8.21,18.30309089,230.2553304,50.05862988,0,50.05862988,50.05862988,0,50.05862988,61.8698072,11.81117732,50.05862988,57.03943038,6.9808005,50.05862988,99,4.53824215,94.46175785
8105,12,17,4,2,15.22,7.86,11.74747545,240.4348275,58.54767767,0,58.54767767,58.54767767,0,58.54767767,222.7947476,164.2470699,58.54767767,213.1103148,154.5626371,58.54767767,130.8607138,46.90129019,83.95942361
8106,12,18,4,2,15.05,8.21,3.529699874,249.6210223,26.73517003,0,26.73517003,26.73517003,0,26.73517003,120.3317837,93.59661367,26.73517003,158.2169471,131.4817771,26.73517003,53.95521008,9.95521008,44
8107,12,19,4,2,14.71,8.07,0,258.3378457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8108,12,20,4,2,14.57,8.34,0,267.2185001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,12,21,4,2,14.16,7.52,0,277.200626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,12,22,4,2,14.21,8.34,0,290.072277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111,12,23,4,2,14.17,8.76,0,309.9709796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8112,12,24,4,2,14.02,9.72,0,344.8971956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,12,1,5,3,13.96,9.93,0,28.7043806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8114,12,2,5,3,14.02,9.59,0,57.924692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8115,12,3,5,3,13.96,9.59,0,74.7930546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,12,4,5,3,13.83,9.86,0,86.40158967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,12,5,5,3,13.78,10.76,0,95.8676782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8118,12,6,5,3,13.71,11.03,0,104.5996732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,12,7,5,3,13.65,11.86,0,113.3974609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8120,12,8,5,3,13.79,12.34,0,122.8441316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121,12,9,5,3,13.83,11.38,0,133.4392068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8122,12,10,5,3,13.56,12.48,5.068245811,145.5880611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,12,11,5,3,12.92,10.41,13.00383305,159.4464807,11.86000233,0,11.86000233,11.86000233,0,11.86000233,11.86000233,0,11.86000233,11.86000233,0,11.86000233,23,0,23
8124,12,12,5,3,11.21,7.93,19.18043009,174.6630286,21.2862253,0,21.2862253,21.2862253,0,21.2862253,21.2862253,0,21.2862253,21.2862253,0,21.2862253,41,0,41
8125,12,13,5,3,10.07,5.52,23.07093737,190.2855713,20.78042421,0,20.78042421,20.78042421,0,20.78042421,20.78042421,0,20.78042421,20.78042421,0,20.78042421,40,0,40
8126,12,14,5,3,10.01,4.41,24.24755457,205.1467349,29.7446768,0,29.7446768,29.7446768,0,29.7446768,29.7446768,0,29.7446768,29.7446768,0,29.7446768,57,0,57
8127,12,15,5,3,10.26,4.55,22.56247239,218.4691995,52.30151802,0,52.30151802,52.30151802,0,52.30151802,59.32691021,7.02539219,52.30151802,54.36522667,2.06370865,52.30151802,102,3.04232413,98.95767587
8128,12,16,5,3,10.84,5.24,18.22453199,230.0893427,77.06771038,0,77.06771038,77.06771038,0,77.06771038,215.1157996,138.0480892,77.06771038,158.1539942,81.08628382,77.06771038,172.3516791,52.714429,119.6372501
8129,12,17,5,3,11,6.07,11.69303299,240.2682714,9.779621329,0,9.779621329,9.779621329,0,9.779621329,9.779621329,0,9.779621329,9.779621329,0,9.779621329,19,0,19
8130,12,18,5,3,10.79,6.28,3.495586039,249.4509773,27.91728979,0,27.91728979,27.91728979,0,27.91728979,106.8235471,78.90625731,27.91728979,138.0933679,110.1760781,27.91728979,51.27812023,8.27812023,43
8131,12,19,5,3,10.51,6.14,0,258.1583697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8132,12,20,5,3,9.72,5.93,0,267.0199825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8133,12,21,5,3,9.71,6.21,0,276.967174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8134,12,22,5,3,9.84,5.38,0,289.7763306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8135,12,23,5,3,10.05,4.83,0,309.5743439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8136,12,24,5,3,10.4,4.55,0,344.4750218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8137,12,1,6,4,10.69,4.41,0,28.5645976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8138,12,2,6,4,10.81,4.41,0,57.9540803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8139,12,3,6,4,9.92,5.93,0,74.8538784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8140,12,4,6,4,9.79,6,0,86.46067665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,12,5,6,4,9.61,5.1,0,95.91807721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8142,12,6,6,4,9.36,5.31,0,104.639472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8143,12,7,6,4,9.32,5.79,0,113.4249284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8144,12,8,6,4,9.71,5.38,0,122.85622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8145,12,9,6,4,9.32,5.38,0,133.4308765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8146,12,10,6,4,9.46,5.1,4.906654371,145.5523978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8147,12,11,6,4,9.78,4.9,12.84418624,159.3766853,49.00960379,0,49.00960379,450.3505959,401.3409921,49.00960379,511.4189189,462.4093151,49.00960379,49.00960379,0,49.00960379,175.1440453,139.605144,35.53890132
8148,12,12,6,4,10.32,5.03,19.02700606,174.5569391,75.31379863,0,75.31379863,391.8048004,316.4910018,75.31379863,669.1946843,593.8808857,75.31379863,75.31379863,0,75.31379863,288.6470968,232.0699587,56.57713815
8149,12,13,6,4,10.82,5.59,22.92990559,190.1494908,85.42724373,0,85.42724373,117.0858722,31.65862847,85.42724373,214.2199057,128.792662,85.42724373,85.42724373,0,85.42724373,187.7555708,56.1052696,131.6503012
8150,12,14,6,4,11.41,6,24.12568475,204.9929139,108.1265109,0,108.1265109,108.1265109,0,108.1265109,668.3424765,560.2159656,108.1265109,120.3478358,12.2213249,108.1265109,355.4459134,250.9578545,104.4880589
8151,12,15,6,4,11.7,6.14,22.46472262,218.3087705,104.4225923,0,104.4225923,104.4225923,0,104.4225923,678.4038516,573.9812593,104.4225923,271.5140857,167.0914934,104.4225923,349.1342966,247.1889437,101.9453529
8152,12,16,6,4,12.02,6.62,18.15229462,229.9281296,87.90577843,0,87.90577843,87.90577843,0,87.90577843,620.5057267,532.5999483,87.90577843,398.8427033,310.9369249,87.90577843,287.9694791,202.1986199,85.77085921
8153,12,17,6,4,12.13,6.07,11.64439559,240.1069779,66.71646327,0,66.71646327,66.71646327,0,66.71646327,404.38171,337.6652467,66.71646327,380.9464447,314.2299814,66.71646327,176.4832715,95.05505047,81.42822103
8154,12,18,6,4,12.03,5.66,3.466789394,249.2866795,26.36236349,0,26.36236349,26.36236349,0,26.36236349,122.0362426,95.67387911,26.36236349,159.1690834,132.8067199,26.36236349,52.91586667,9.91586667,43
8155,12,19,6,4,11.77,5.79,0,257.9852509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8156,12,20,6,4,11.71,5.86,0,266.8286832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157,12,21,6,4,11.92,6.76,0,276.7421859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,12,22,6,4,12.02,6.9,0,289.4904613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8159,12,23,6,4,12.18,6.97,0,309.1881634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8160,12,24,6,4,12.34,7.86,0,344.0539937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8161,12,1,7,5,12.57,8.55,0,28.4144248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8162,12,2,7,5,12.85,8.83,0,57.9729463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8163,12,3,7,5,13.15,8.97,0,74.9058743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,12,4,7,5,13.39,9.59,0,86.51228335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,12,5,7,5,13.27,9.66,0,95.96193027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8166,12,6,7,5,13.11,9.86,0,104.6733819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,12,7,7,5,13.3,10.07,0,113.4470168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8168,12,8,7,5,13.4,9.86,0,122.8634192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,12,9,7,5,13.89,8.48,0,133.4182773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170,12,10,7,5,14.02,7.03,4.750775928,145.5133952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8171,12,11,7,5,14.36,5.93,12.69076902,159.3049311,26.98349986,0,26.98349986,28.03656242,1.05306256,26.98349986,28.19553223,1.21203237,26.98349986,26.98349986,0,26.98349986,52,0.36156661,51.63843339
8172,12,12,7,5,14.39,4.62,18.88028979,174.450662,46.028224,0,46.028224,49.86102985,3.83280585,46.028224,53.20328735,7.17506335,46.028224,46.028224,0,46.028224,90,2.78197463,87.21802537
8173,12,13,7,5,14.24,4.07,22.79589948,190.0150411,96.70732673,0,96.70732673,163.4037782,66.69645147,96.70732673,366.275322,269.5679953,96.70732673,96.70732673,0,96.70732673,245.6727089,116.7094555,128.9632534
8174,12,14,7,5,14.05,3.38,24.01088895,204.8422023,70.13495497,0,70.13495497,70.13495497,0,70.13495497,92.46951052,22.33455555,70.13495497,70.57700764,0.44205267,70.13495497,141.0009992,9.9510198,131.0499794
8175,12,15,7,5,13.97,3.38,22.37380578,218.1524659,46.08833122,0,46.08833122,46.08833122,0,46.08833122,49.45967396,3.37134274,46.08833122,47.06100581,0.97267459,46.08833122,89,1.44436842,87.55563158
8176,12,16,7,5,14.57,5.03,18.08644652,229.7717081,32.93257253,0,32.93257253,32.93257253,0,32.93257253,32.93257253,0,32.93257253,32.93257253,0,32.93257253,63,0,63
8177,12,17,7,5,14.64,5.24,11.60162776,239.9509786,49.13652816,0,49.13652816,49.13652816,0,49.13652816,137.3053955,88.16886734,49.13652816,130.7470949,81.61056674,49.13652816,102.8441331,24.66511116,78.17902194
8178,12,18,7,5,14.37,5.38,3.443367208,249.1281722,27.11402983,0,27.11402983,27.11402983,0,27.11402983,75.77944134,48.66541151,27.11402983,94.28445191,67.17042208,27.11402983,46.9337067,4.99096077,41.94274593
8179,12,19,7,5,14.34,6.41,0,257.8185439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8180,12,20,7,5,14.91,10.21,0,266.6446718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8181,12,21,7,5,15.18,11.31,0,276.5257583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,12,22,7,5,15.07,12.21,0,289.2148332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,12,23,7,5,15.25,12.62,0,308.8128033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,12,24,7,5,14.62,13.72,0,343.6346394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8185,12,1,8,6,14.34,13.1,0,28.2536679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,12,2,8,6,13.73,14.55,0,57.9810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8187,12,3,8,6,10.4,14.48,0,74.9488473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8188,12,4,8,6,8.65,12.21,0,86.55627659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8189,12,5,8,6,9.16,10.41,0,95.99914047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8190,12,6,8,6,8.42,10.55,0,104.7013288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8191,12,7,8,6,8.28,10.62,0,113.4636675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8192,12,8,8,6,8.27,10.69,0,122.8656816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193,12,9,8,6,7.84,10.97,0,133.4013687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8194,12,10,8,6,7.75,10.28,4.600643893,145.4710154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8195,12,11,8,6,8.36,10.28,12.54361961,159.2311776,41.90026256,0,41.90026256,132.3385483,90.43828574,41.90026256,145.869236,103.9689734,41.90026256,41.90026256,0,41.90026256,88.79883674,30.65943837,58.13939837
8196,12,12,8,6,8.63,10.9,18.74032471,174.3441541,79.24184131,0,79.24184131,243.4531309,164.2112896,79.24184131,385.8879724,306.6461311,79.24184131,79.24184131,0,79.24184131,210.0717529,118.0124766,92.05927632
8197,12,13,8,6,8.86,10.9,22.66896879,189.8821836,102.499781,0,102.499781,221.4328437,118.9330627,102.499781,580.0449213,477.5451403,102.499781,102.499781,0,102.499781,310.5659338,205.550394,105.0155398
8198,12,14,8,6,9.56,11.86,23.90322413,204.6945773,23.41281764,0,23.41281764,23.41281764,0,23.41281764,23.41281764,0,23.41281764,23.41281764,0,23.41281764,45,0,45
8199,12,15,8,6,9.11,12.9,22.28978477,218.0002827,60.13045825,0,60.13045825,60.13045825,0,60.13045825,73.92118843,13.79073018,60.13045825,64.07402475,3.9435665,60.13045825,119,5.8797103,113.1202897
8200,12,16,8,6,8.89,12.28,18.0270525,229.6200935,38.30996474,0,38.30996474,38.30996474,0,38.30996474,41.01131864,2.7013539,38.30996474,39.86847416,1.55850942,38.30996474,74,1.01495396,72.98504604
8201,12,17,8,6,8.85,9.66,11.56479136,239.8003026,53.7410438,0,53.7410438,53.7410438,0,53.7410438,574.2477407,520.5066969,53.7410438,533.0209723,479.2799285,53.7410438,189.6053076,144.7874683,44.81783934
