Hour/year,Month,Hour/day,Day/month,Day/week,Air temp.,Wind speed,Solar alt,Solar azim,I_GvT_N,I_Gvd_N,I_Gvdif_N,I_GvT_E,I_Gvd_E,I_Gvdif_E,I_GvT_S,I_Gvd_S,I_Gvdif_S,I_GvT_W,I_Gvd_W,I_Gvdif_W,I_GhT,I_GhD,I_GhDif,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
8017,12,1,1,6,8.13,3.07,0.0,327.4840663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8018,12,2,1,6,8.72,3.33,0.0,4.443548200000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8019,12,3,1,6,9.31,3.58,0.0,39.29355799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8020,12,4,1,6,9.9,3.84,0.0,62.0463266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8021,12,5,1,6,10.49,4.09,0.0,77.0382493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8022,12,6,1,6,11.08,4.35,0.0,88.39600818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8023,12,7,1,6,11.67,4.6,0.0,98.18527152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8024,12,8,1,6,12.26,4.86,0.0,107.50138756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8025,12,9,1,6,10.78,4.83,0.0,117.0466241,5.869468648,0.0,5.869468648,15.34784334,9.478374687,5.869468648,10.70866119,4.839192539,5.869468648,5.869468648,0.0,5.869468648,12,0,12,,,,,,,,,,,,,,,,,
8026,12,10,1,6,10.98,5.03,6.280236029,127.36284574,36.50402479,0.0,36.50402479,185.5815028,149.077478,36.50402479,150.3292585,113.8252337,36.50402479,36.50402479,0.0,36.50402479,82,5,77,,,,,,,,,,,,,,,,,
8027,12,11,1,6,11.4,4.76,14.36256783,138.89518912,33.92196601,0.0,33.92196601,37.50805796,3.586091952,33.92196601,38.03208368,4.110117671,33.92196601,33.92196601,0.0,33.92196601,66,0,66,,,,,,,,,,,,,,,,,
8028,12,12,1,6,11.9,5.66,20.65498143,151.92750706,71.33483387,0.0,71.33483387,90.65110587,19.31627201,71.33483387,107.5528347,36.21800088,71.33483387,71.33483387,0.0,71.33483387,148,3,145,,,,,,,,,,,,,,,,,
8029,12,13,1,6,11.96,5.79,24.60156084,166.40108908,37.17573238,0.0,37.17573238,37.17573238,0.0,37.17573238,37.17573238,0.0,37.17573238,37.17573238,0.0,37.17573238,71,0,71,,,,,,,,,,,,,,,,,
8030,12,14,1,6,12.21,6.21,25.74855976,181.739918247,34.52399982,0.0,34.52399982,34.52399982,0.0,34.52399982,34.52399982,0.0,34.52399982,34.52399982,0.0,34.52399982,66,0,66,,,,,,,,,,,,,,,,,
8031,12,15,1,6,12.38,6.0,23.94479551,196.96086941,60.586497,0.0,60.586497,60.586497,0.0,60.586497,73.98360966,13.39711266,60.586497,64.67240258,4.085905578,60.586497,120,1,119,,,,,,,,,,,,,,,,,
8032,12,16,1,6,12.58,7.72,19.42381916,211.14066345,64.49482203,0.0,64.49482203,64.49482203,0.0,64.49482203,212.032672,147.53785,64.49482203,153.638217,89.14339495,64.49482203,141,25,116,,,,,,,,,,,,,,,,,
8033,12,17,1,6,12.43,7.38,12.68019608,223.82475749,35.13850967,0.0,35.13850967,35.13850967,0.0,35.13850967,211.0298209,175.8913112,35.13850967,203.9581689,168.8196592,35.13850967,70,21,49,,,,,,,,,,,,,,,,,
8034,12,18,1,6,12.69,8.07,4.26832135,235.05074815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8035,12,19,1,6,12.72,8.69,0.0,245.15107755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8036,12,20,1,6,12.63,8.07,0.0,254.59371456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8037,12,21,1,6,11.81,6.28,0.0,263.94632652999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8038,12,22,1,6,10.73,5.17,0.0,273.97117411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8039,12,23,1,6,10.28,5.52,0.0,285.9134289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8040,12,24,1,6,8.86,5.93,0.0,302.1969001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8041,12,1,2,7,8.38,4.55,0.0,326.8040096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8042,12,2,2,7,8.6,4.28,0.0,3.8244033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8043,12,3,2,7,8.23,4.07,0.0,39.007825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8044,12,4,2,7,7.74,3.1,0.0,61.947043199999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8045,12,5,2,7,7.67,2.97,0.0,77.0015302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8046,12,6,2,7,7.54,2.55,0.0,88.37568199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8047,12,7,2,7,7.21,2.0,0.0,98.16327884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8048,12,8,2,7,6.42,1.45,0.0,107.46813064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8049,12,9,2,7,6.82,1.24,0.0,116.99430014,7.458274624,0.0,7.458274624,30.03810192,22.5798273,7.458274624,18.96044198,11.50216736,7.458274624,7.458274624,0.0,7.458274624,16,0,16,,,,,,,,,,,,,,,,,
8050,12,10,2,7,7.42,1.38,6.01895034,127.28294453000001,48.04846542,0.0,48.04846542,275.7990207,227.7505553,48.04846542,221.4407793,173.3923138,48.04846542,48.04846542,0.0,48.04846542,141,58,83,,,,,,,,,,,,,,,,,
8051,12,11,2,7,9.57,2.76,14.11421765,138.77799613,68.10250335,0.0,68.10250335,542.296638,474.1941346,68.10250335,609.3505526,541.2480493,68.10250335,68.10250335,0.0,68.10250335,292,207,85,,,,,,,,,,,,,,,,,
8052,12,12,2,7,10.14,4.07,20.42885844,151.76397653,101.3105026,0.0,101.3105026,376.0951299,274.7846273,101.3105026,613.0088981,511.6983955,101.3105026,101.3105026,0.0,101.3105026,346,202,144,,,,,,,,,,,,,,,,,
8053,12,13,2,7,10.82,4.28,24.4094245,166.18780224,109.615094,0.0,109.615094,250.5156751,140.9005811,109.615094,682.7327645,573.1176706,109.615094,109.615094,0.0,109.615094,381,226,155,,,,,,,,,,,,,,,,,
8054,12,14,2,7,11.32,4.34,25.60155707,181.484549385,95.22311932,0.0,95.22311932,95.22311932,0.0,95.22311932,834.7996511,739.5765318,95.22311932,114.3900398,19.16692046,95.22311932,409,311,98,,,,,,,,,,,,,,,,,
8055,12,15,2,7,11.54,4.55,23.84897214,196.68115911,93.01334831,0.0,93.01334831,93.01334831,0.0,93.01334831,323.3606589,230.3473106,93.01334831,162.0382973,69.02494899,93.01334831,224,51,173,,,,,,,,,,,,,,,,,
8056,12,16,2,7,11.25,3.93,19.37796649,210.85523756999999,66.68606023,0.0,66.68606023,66.68606023,0.0,66.68606023,667.7982694,601.1122092,66.68606023,425.8067619,359.1207016,66.68606023,239,178,61,,,,,,,,,,,,,,,,,
8057,12,17,2,7,10.92,3.52,12.67770368,223.54484784,27.02854883,0.0,27.02854883,27.02854883,0.0,27.02854883,84.36983778,57.34128896,27.02854883,81.52876622,54.50021739,27.02854883,51,5,46,,,,,,,,,,,,,,,,,
8058,12,18,2,7,10.02,3.03,4.300472807,234.77879188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8059,12,19,2,7,9.26,2.55,0.0,244.88309608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8060,12,20,2,7,8.61,2.41,0.0,254.32130553000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8061,12,21,2,7,8.25,1.93,0.0,263.65670259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8062,12,22,2,7,7.57,1.59,0.0,273.64469234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8063,12,23,2,7,7.65,1.17,0.0,285.51757729999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8064,12,24,2,7,7.65,0.97,0.0,301.6782928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8065,12,1,3,1,8.16,0.69,0.0,326.40708129999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8066,12,2,3,1,7.65,0.83,0.0,3.547314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8067,12,3,3,1,6.77,1.1,0.0,38.9655999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8068,12,4,3,1,6.4,1.24,0.0,61.997924299999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8069,12,5,3,1,6.1,1.31,0.0,77.0695337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8070,12,6,3,1,5.98,1.52,0.0,88.44003198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8071,12,7,3,1,6.25,1.45,0.0,98.21842429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8072,12,8,3,1,6.81,1.59,0.0,107.51174197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8073,12,9,3,1,7.18,1.59,0.0,117.02381127000001,6.687274605,0.0,6.687274605,22.07780481,15.3905302,6.687274605,14.53719973,7.849925125,6.687274605,6.687274605,0.0,6.687274605,14,0,14,,,,,,,,,,,,,,,,,
8074,12,10,3,1,8.07,1.45,5.840596124,127.29425423,16.83573877,0.0,16.83573877,23.39006175,6.554322982,16.83573877,21.8277562,4.992017429,16.83573877,16.83573877,0.0,16.83573877,33,0,33,,,,,,,,,,,,,,,,,
8075,12,11,3,1,9.54,1.52,13.93595447,138.76499879,80.13512924,0.0,80.13512924,270.4963469,190.3612177,80.13512924,297.3151569,217.1800277,80.13512924,80.13512924,0.0,80.13512924,199,51,148,,,,,,,,,,,,,,,,,
8076,12,12,3,1,10.71,1.66,20.25512628,151.71931125,64.54627054,0.0,64.54627054,77.87446387,13.32819333,64.54627054,89.31941096,24.77314042,64.54627054,64.54627054,0.0,64.54627054,131,1,130,,,,,,,,,,,,,,,,,
8077,12,13,3,1,11.32,1.93,24.2470789,166.1058181,84.43016434,0.0,84.43016434,102.1268097,17.69664539,84.43016434,155.9701422,71.53997787,84.43016434,84.43016434,0.0,84.43016434,178,6,172,,,,,,,,,,,,,,,,,
8078,12,14,3,1,11.57,2.21,25.458526,181.365816665,55.57484921,0.0,55.57484921,55.57484921,0.0,55.57484921,61.68214228,6.107293065,55.57484921,55.72046243,0.145613221,55.57484921,108,0,108,,,,,,,,,,,,,,,,,
8079,12,15,3,1,11.72,2.34,23.73138997,196.53408405,46.72809017,0.0,46.72809017,46.72809017,0.0,46.72809017,49.38642807,2.658337901,46.72809017,47.51724618,0.789156008,46.72809017,90,0,90,,,,,,,,,,,,,,,,,
8080,12,16,3,1,11.68,2.41,19.2879191,210.69164892999999,47.0681391,0.0,47.0681391,47.0681391,0.0,47.0681391,70.04101401,22.97287491,47.0681391,60.70390559,13.63576649,47.0681391,92,2,90,,,,,,,,,,,,,,,,,
8081,12,17,3,1,11.77,2.41,12.613401,223.37396357,29.34860212,0.0,29.34860212,29.34860212,0.0,29.34860212,124.2261045,94.87750234,29.34860212,118.9881613,89.63955914,29.34860212,55,8,47,,,,,,,,,,,,,,,,,
8082,12,18,3,1,11.37,1.86,4.257928789,234.60473599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8083,12,19,3,1,10.94,1.59,0.0,244.70546396999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8084,12,20,3,1,10.36,1.52,0.0,254.1362407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8085,12,21,3,1,10.08,1.45,0.0,263.45714539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8086,12,22,3,1,9.99,1.66,0.0,273.41938548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8087,12,23,3,1,10.12,1.66,0.0,285.2488094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8088,12,24,3,1,10.39,1.66,0.0,301.3420283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8089,12,1,4,2,10.33,1.79,0.0,326.0158133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8090,12,2,4,2,10.09,1.79,0.0,3.265986499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8091,12,3,4,2,9.97,1.66,0.0,38.91474539999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8092,12,4,4,2,10.14,1.38,0.0,62.0405133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8093,12,5,4,2,9.88,1.31,0.0,77.1302483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8094,12,6,4,2,9.62,1.17,0.0,88.49795766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8095,12,7,4,2,9.65,1.38,0.0,98.26779977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8096,12,8,4,2,9.65,1.59,0.0,107.55009172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8097,12,9,4,2,9.32,1.66,0.0,117.04851553,7.079039545,0.0,7.079039545,25.882198,18.80315846,7.079039545,16.67979118,9.600751636,7.079039545,7.079039545,0.0,7.079039545,15,0,15,,,,,,,,,,,,,,,,,
8098,12,10,4,2,10.13,1.52,5.667775069,127.30127248,30.07168972,0.0,30.07168972,138.5466671,108.4749773,30.07168972,112.7112851,82.63959537,30.07168972,30.07168972,0.0,30.07168972,66,2,64,,,,,,,,,,,,,,,,,
8099,12,11,4,2,11.42,2.69,13.76374219,138.74842949,31.4527735,0.0,31.4527735,34.14452851,2.691755006,31.4527735,34.52196211,3.069188611,31.4527735,31.4527735,0.0,31.4527735,61,0,61,,,,,,,,,,,,,,,,,
8100,12,12,4,2,12.08,3.24,20.08792678,151.67214402,73.95419324,0.0,73.95419324,110.7196861,36.76549286,73.95419324,142.1556674,68.20147421,73.95419324,73.95419324,0.0,73.95419324,156,5,151,,,,,,,,,,,,,,,,,
8101,12,13,4,2,12.82,3.93,24.09158203,166.02280031,54.4288005,0.0,54.4288005,56.08586132,1.657060814,54.4288005,61.08619338,6.65739288,54.4288005,54.4288005,0.0,54.4288005,106,0,106,,,,,,,,,,,,,,,,,
8102,12,14,4,2,12.96,4.0,25.32237687,181.247737171,62.59404611,0.0,62.59404611,62.59404611,0.0,62.59404611,73.48390823,10.88986212,62.59404611,62.83123346,0.23718735,62.59404611,123,0,123,,,,,,,,,,,,,,,,,
8103,12,15,4,2,12.65,4.21,23.62042368,196.38921688,33.98157882,0.0,33.98157882,33.98157882,0.0,33.98157882,33.98157882,0.0,33.98157882,33.98157882,0.0,33.98157882,65,0,65,,,,,,,,,,,,,,,,,
8104,12,16,4,2,12.54,3.86,19.2040228,210.53144294999998,50.08820277,0.0,50.08820277,50.08820277,0.0,50.08820277,82.7999668,32.71176404,50.08820277,69.38109259,19.29288982,50.08820277,100,4,96,,,,,,,,,,,,,,,,,
8105,12,17,4,2,12.14,2.83,12.55472225,223.2072545,23.43704471,0.0,23.43704471,23.43704471,0.0,23.43704471,47.83562299,24.39857828,23.43704471,46.35464888,22.91760417,23.43704471,43,2,41,,,,,,,,,,,,,,,,,
8106,12,18,4,2,11.99,2.76,4.220520123,234.43540451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8107,12,19,4,2,11.87,2.76,0.0,244.53301528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8108,12,20,4,2,11.84,2.55,0.0,253.95685232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8109,12,21,4,2,11.82,2.41,0.0,263.26389212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8110,12,22,4,2,11.76,2.41,0.0,273.20122456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8111,12,23,4,2,11.89,2.34,0.0,284.9882273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8112,12,24,4,2,11.99,2.28,0.0,301.01456210000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8113,12,1,5,3,12.2,2.21,0.0,325.6306249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8114,12,2,5,3,12.32,2.28,0.0,2.9805741000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8115,12,3,5,3,12.42,2.07,0.0,38.85501500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8116,12,4,5,3,12.45,1.93,0.0,62.07457479999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8117,12,5,5,3,12.34,1.86,0.0,77.1835049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8118,12,6,5,3,12.0,1.45,0.0,88.54933587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8119,12,7,5,3,11.95,1.1,0.0,98.3113118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8120,12,8,5,3,12.09,1.59,0.0,107.58310657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8121,12,9,5,3,11.82,0.83,0.0,117.06835419000001,5.444321492,0.0,5.444321492,12.39665685,6.952335358,5.444321492,8.997167127,3.552845635,5.444321492,5.444321492,0.0,5.444321492,11,0,11,,,,,,,,,,,,,,,,,
8122,12,10,5,3,11.94,0.76,5.500527937,127.30395127,31.62379243,0.0,31.62379243,172.5619169,140.9381245,31.62379243,139.0052323,107.3814398,31.62379243,31.62379243,0.0,31.62379243,72,3,69,,,,,,,,,,,,,,,,,
8123,12,11,5,3,12.51,1.31,13.59762727,138.72824708000002,46.77935445,0.0,46.77935445,66.92079174,20.14143728,46.77935445,69.72867982,22.94932537,46.77935445,46.77935445,0.0,46.77935445,95,0,95,,,,,,,,,,,,,,,,,
8124,12,12,5,3,12.96,1.72,19.92731211,151.62243596,58.61551956,0.0,58.61551956,67.70412734,9.088607773,58.61551956,75.44029168,16.82477211,58.61551956,58.61551956,0.0,58.61551956,117,0,117,,,,,,,,,,,,,,,,,
8125,12,13,5,3,13.15,2.21,23.94299271,165.93870891,48.20327976,0.0,48.20327976,49.01915227,0.815872507,48.20327976,51.46071699,3.257437228,48.20327976,48.20327976,0.0,48.20327976,93,0,93,,,,,,,,,,,,,,,,,
8126,12,14,5,3,13.03,2.83,25.19317601,181.130272289,63.03409634,0.0,63.03409634,63.03409634,0.0,63.03409634,74.44217105,11.40807472,63.03409634,63.25917232,0.225075978,63.03409634,124,0,124,,,,,,,,,,,,,,,,,
8127,12,15,5,3,12.96,3.17,23.51614563,196.24652911,70.87350575,0.0,70.87350575,70.87350575,0.0,70.87350575,124.2107623,53.33725652,70.87350575,86.41639276,15.54288702,70.87350575,146,6,140,,,,,,,,,,,,,,,,,
8128,12,16,5,3,12.88,3.52,19.12635151,210.37460915,40.50584031,0.0,40.50584031,40.50584031,0.0,40.50584031,46.4958794,5.990039093,40.50584031,44.01660807,3.510767764,40.50584031,79,1,78,,,,,,,,,,,,,,,,,
8129,12,17,5,3,12.27,3.79,12.50173745,223.04472993000002,22.91160533,0.0,22.91160533,22.91160533,0.0,22.91160533,46.98433284,24.07272751,22.91160533,45.39494799,22.48334266,22.91160533,42,2,40,,,,,,,,,,,,,,,,,
8130,12,18,5,3,12.25,3.52,4.18830862,234.27082406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8131,12,19,5,3,12.1,2.62,0.0,244.36579092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8132,12,20,5,3,11.86,1.86,0.0,253.7831944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8133,12,21,5,3,11.6,1.59,0.0,263.07701182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8134,12,22,5,3,11.63,1.38,0.0,272.99030155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8135,12,23,5,3,11.65,1.38,0.0,284.7359682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8136,12,24,5,3,11.59,1.24,0.0,300.6961369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8137,12,1,6,4,11.57,1.24,0.0,325.2519281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8138,12,2,6,4,11.56,1.45,0.0,2.691246299999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8139,12,3,6,4,11.42,2.14,0.0,38.786171499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8140,12,4,6,4,11.32,2.62,0.0,62.0998793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8141,12,5,6,4,10.92,2.48,0.0,77.2291385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
8142,12,6,6,4,10.55,2.0,0.0,88.59404685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,
